name,code_ne,r_type,address,tel,score,detail,strong,datalab_1,review_num,blog_num,x,y
추어만,33705020,추어탕,서울 강서구 공항대로65길 12 주영빌딩,0507-1421-1150,4.45,등촌역3번출구 도보3분 강서보건소와 롯데캐슬후문 사잇길 염소본가 옆건물,,{},305,12,126.867771904541,37.5499997651807
피쉬앤스시,35689212,생선회,서울 강서구 양천로 690 호서빌딩,0507-1419-2582,4.36,강서구 염창동 새마을금고 버스 정류장 앞입니다. 염창역 1번 출구에서 직진 맥도날드에서 우회전 큰길에서 좌회전 80미터 오시면 버스 정류장 앞에 있습니다.,,"{'분위기': ['친절한', ', 깨끗한', ', 분위기좋은'], '인기토픽': ['초밥', ', 연어회', ', 회덮밥', ', 매운탕', ', 횟집'], '찾는목적': ['신선한', ', 싱싱한', ', 착한가격', ', 데이트', ', 점심특선']}",298,117,126.872623821398,37.5502195363375
EGG DROP 염창역점,1419886556,샌드위치,서울 강서구 공항대로 635,02-3663-1254,4.36,9호선 지하철 염창역과 버스 정류장 횡단 보도 바로 앞입니다.^^,,{},631,20,126.875270707574,37.5472626732763
담소정,20684684,"칼국수,만두",서울 강서구 양천로69길 19 세우빌딩,02-3664-7965,4.23,"염창동 주민센터 마을버스04번 염창동 한마음 관음삼성아파트 6712,6627.660,672,6631,1002 염창동 주민센터옆에 위치 극동아 파트 정문에 바로있습니다.",,{},191,7,126.870760219916,37.5534274053442
보성각,13356100,중식당,서울 강서구 공항대로 555,0507-1446-0284,4.22,"◈ 영업시간 : 오전 9시 ~ 24시 ◈ ◈ 배달지역: 염창동, 가양동, 등촌동, 목2,3,4동 ◈ 홈페이지를 방문해주신 여러분 반갑습니다. 보성각은 고객님에게 최고의 맛을 제공하기 위해 끊임없이 노력하고 있습니다. 끊임없는 노력과 다양한 요리연구를 통해 새롭고 차별화된 메뉴를 제공함으로써 브랜드의 가치를 극대화하고 있으며 이를 통한 고객만족을 최우선으로 생각합니다. 앞으로...",,"{'인기토픽': ['짬뽕', ', 쟁반짜장', ', 중국집', ', 짜장면', ', 탕수육']}",408,50,126.867633538786,37.5498519366027
프롬비엣,1943799113,"카페,디저트",서울 강서구 공항대로75길 30 상가동 1층 101호 프롬비엣,0507-1434-2903,4.6,염창역 1번출구로 나오셔서 우회전하시면 50m 앞에 있습니다~^^,,{},169,17,126.874485166822,37.547856770067
라라코스트 화곡메가스퀘어점,36936034,패밀리레스토랑,서울 강서구 화곡로 142 메가박스 3층,0507-1350-3230,4.28,"Welcome everybody! 행복한 식사 시간을 선물하는 패밀리 레스토랑 라라코스트입니다. 남녀노소가 즐기는 다양한 메뉴, 가족 고 객을 배려한 키즈존, 음료와 커피의 기본 제공, 기분 좋은 공간을 연출하는 인테리어 등 패밀리 레스토랑의 격을 완성하려는 노력을 아끼지 않고 있습니다. 라라코스트에서 합리적인 가격, 그 이상의 가치를 느껴 보세요.",,"{'분위기': ['깔끔한인테리어', ', 조그마한', ', 분위기있는', ', 분위기좋은', ', 친절해서'], '인기토픽': ['빠네', ', 피자', ', 파스타', ', 패밀리레스토랑', ', 스테이크'], '찾는목적': ['연말모임', ', 재방문', ', 데이트', ', 신선한', ', 착한가격']}","1,330",419,126.837581836675,37.5405665780291
올바른스시 화곡역점,1632209730,"초밥,롤",서울 강서구 강서로33길 12 1층,0507-1364-5558,4.5,"-주차안내- 매장 앞옆으로 유료주차장 이용시 결제금액의 2천원 할인해드립니다! (1테이블당 1대)(주차권구비해오세용) 주차장 1 시간 결제금액 4천원입니다(현금,카드 가능합니다) (평일 저녁8시 이후 , 주말,공유일에는 주차가 불가능할수도 있습니다) -예약안 내- -올바른스시는 룸이나 단체대형석이 준비되있지않습니다 최대 10분까진 수용가능 별도로 예약은 받지않으나 미리 전...",,{},"1,325",198,126.839058772511,37.5419975843997
일번지생고기 본점,20840636,"육류,고기요리",서울 강서구 화곡로 194-5,02-2699-8489,4.5,소소,,{},140,63,126.843143858724,37.5428967819951
원조부안집 강서구청점,1688000789,돼지고기구이,서울 강서구 화곡로58길 19-5 1층,0507-1405-3690,4.55,방죽길노상공영주차장에서(화곡동 1111-8)에서 도보로 2분 거리에 위치하고 있습니다.,,{},501,310,126.852024813334,37.5532373759013
닥터로빈 강서점,13091320,이탈리아음식,서울 강서구 공항대로 396 (주)귀뚜라미보일러사옥빌딩,02-2065-3111,4.34,"*지하철 이용 시* 9호선 가양역7번출구 도보 10분 5호선 발산역5번출구 도보 15분 *주차 정보* 2시간 무료주차 (초과 시, 10분당 50 0원)",,"{'분위기': ['분위기있는', ', 근사한', ', 깨끗한', ', 분위기좋은', ', 쾌적해서'], '인기토픽': ['레스토랑', ', 피자', ', 수제맥주', ', 리조또', ', 파스타'], '찾는목적': ['홈메이드', ', 신선한', ', 데이트', ', 자극적인', ', 유기농']}","1,275",448,126.851115006384,37.5558143450012
우리할매떡볶이 화곡점,1304103471,분식,서울 강서구 가로공원로76길 30,0507-1369-8672,4.37,TV 방영되어 입짧은 햇님이 소개해주신 그~떡볶이!! 네이버 실시간 1위를 찍은 그~ 떡볶이 옛날 떡볶이 전문점 우리 할매 떡볶이 입니다. 옛날 학교앞 떡볶이~ 할머니가 해주시던 쫜득~한 식감과 매코~옴한 떡볶이를 기억하시나요? 마음속에 이런 떡볶이 추억 하나들 갖고 있잖아요~ 우리 할매가 해주던 그 맛!!! 그런 인생 떡볶이를 우리할매떡볶이가 재연해드립니다~! 옛날 감성을 느...,,{},77,7,126.837205561567,37.5356967891265
브라이트,1201199689,"카페,디저트",서울 강서구 강서로17길 42 Bright bake house,0507-1393-5519,4.56,까치산역 4번출구에서 느린 발걸음으로 4분 30초 거리에 있습니다.,,{},25,8,126.843430058046,37.5327619089309
와카츠,1557134060,돈가스,서울 강서구 강서로17길 16 1층,0507-1334-8355,4.46,까치산역 4번출구 직진 화곡터널전 사거리에서 왼쪽 언덕으로 조금만 올라오시면 위치해있습니다,,{},235,87,126.844806795457,37.533168545552
192 숙돈,1623432901,돼지고기구이,서울 강서구 공항대로46길 81 1층,0507-1471-0790,4.73,강서구청 옆 먹자골목 수상한포차 앞,,{},198,40,126.851299511013,37.552438091031
홍린,13349540,중식당,서울 강서구 우장산로15길 25,0507-1395-6556,4.21,강서구청사거리 건강관리협회 골목안에 위치함,,"{'인기토픽': ['짜장면', ', 양장피', ', 중국집', ', 탕수육', ', 간짜장'], '찾는목적': ['코스요리']}",597,214,126.850561695472,37.5542861859343
도라무통즉석떡볶이,34203681,떡볶이,서울 강서구 곰달래로 163 신운암,02-2699-1888,4.52,포장해와서 먹었는데 끓이면서 먹음 더 맛있을거같아요,,"{'인기토픽': ['만두', ', 쫄면', ', 떡볶이', ', 즉석떡볶이', ', 카레'], '찾는목적': ['재방문', ', 데이트', ', 자극적인', ', 착한가격']}",268,248,126.85108048084,37.5309581800496
스콘하우스,1205511866,베이커리,서울 강서구 공항대로44길 46 1층,02-2690-1422,4.56,"강서구청 건너편, 강서 그랜드 아이파크 뒷편입니다.",,{},155,15,126.849888223513,37.5542803761584
김종용누룽지통닭화곡본점,31927483,"치킨,닭강정",서울 강서구 화곡로 113,0507-1415-9298,4.26,화곡동에 위치한 김종용누룽지통닭구이 입니다.,,"{'분위기': ['친절한', ', 친절하고'], '인기토픽': ['치킨', ', 누룽지통닭', ', 장작구이', ', 백숙', ', 파닭'], '찾는목적': ['숨은맛집', ', 옛날맛', ', 재방문', ', 숨어있는', ', 신선한']}",243,435,126.834447728316,37.5402350730748
모던꿀꿀,1653560344,돼지고기구이,서울 강서구 등촌로3길 17 1층 모던 꿀꿀,0507-1433-9293,4.77,분위기와 고기맛 둘 다 잡았다! 한 번 오면 단골이 되는 곳 모던꿀꿀,,{},251,214,126.862682234867,37.5312828146296
메이탄 강서점,38290562,중식당,서울 강서구 강서로 242 강서 힐스테이트 상가 2층 215호 메이탄,0507-1440-8686,4.51,"우장산역 2번 출구 도보 1분 화곡동, 강서힐스테이트 2층",,"{'분위기': ['깔끔한분위기', ', 깔끔한인테리어', ', 분위기좋은', ', 친절한', ', 고급스러운'], '인기토픽': ['짬뽕', ', 유린기', ', 중국집', ', 짜장면', ', 탕수육'], '찾는목적': ['오픈키친', ', 신선한', ', 데이트', ', 코스요리', ', 특별한날']}",896,650,126.83676337443,37.5473848364492
접시고기 본점,1925562471,돼지고기구이,서울 강서구 공항대로46길 25-8 미진빌딩 1층,02-6403-5959,4.53,강서구청 사거리 칼튼호텔 맞은편 편의점 뒷골목 하이웨이 주유소에서 디지털대학교 방향 공원 근처,,{},187,137,126.852632996089,37.5540956155122
조연탄,20848484,한식,서울 강서구 곰달래로60길 29,0507-1494-2013,4.61,"목동에서 입소문난 제주먹고기 맛집 ""조연탄"" https://www.instagram.com/joyeontan_",,"{'분위기': ['친절한', ', 친절하신', ', 친절해서'], '인기토픽': ['똥돼지', ', 흑돼지', ', 갈치', ', 고기집', ', 젓갈'], '찾는목적': ['숨은맛집', ', 신선한', ', 데이트', ', 사진찍기']}",557,695,126.863280850597,37.530905899752
광선집 돼지특수부위전문,1856568829,"육류,고기요리",서울 강서구 곰달래로 149 소망빌딩 1층,0507-1461-0608,4.84,화곡8동주민센터 버스정류장 앞 까치산역 2번 출구 324m,,{},290,131,126.8496406609,37.5308694091405
아브라치오,1411271774,이탈리아음식,서울 강서구 강서로 145 보눔하우스 102호,070-7514-1580,4.83,화곡역 5번출구 길따라 직진 후 150m,,{},106,33,126.841415887515,37.5399014458122
도쿄화로,1679869501,이자카야,서울 강서구 까치산로 180,0507-1418-2427,4.56,강서구 화곡동 1129-22 1층 도쿄화로,,{},59,80,126.853647205138,37.553127854535
사르미,1670115530,"카페,디저트",서울 강서구 까치산로6길 10 1층,0507-1371-6068,4.59,"쌀가루100%, 글루텐프리,No방부제.",,{},29,21,126.84442252459,37.5423413860302
피스티스,1993708809,"멕시코,남미음식",서울 강서구 우장산로15길 11,0507-1323-2575,4.67,"강서구청 도보 3분,강서구 건강관리협회 바로 뒷 골목 강서구시설관리공단 주차장 이용시 도보 2분",,{},143,66,126.850247476657,37.5536914000623
충북식당,37076805,한식,서울 강서구 강서로45가길 9,02-2697-1475,4.37,토요일은 오후 3시에 영업종료,,"{'인기토픽': ['청국장', ', 제육볶음', ', 백반', ', 순두부', ', 백반집'], '찾는목적': ['숨은맛집']}",524,289,126.835651854052,37.5475634041181
체르보,1178724981,"카페,디저트",서울 강서구 화곡로 176-17 2층 체르보,0507-1357-4328,4.59,사진맛집 커피맛집 디저트맛집 분위기맛집 어느 한개도 빠지지 않는 그런곳입니다:),,{},116,71,126.841592217641,37.541592677398
묵자식당,1160482302,덮밥,서울 강서구 까치산로 16-1 1층,0507-1321-1887,4.5,화곡역3번출구에서 도보5분만 걸어오시면 쉽게찾으실수있습니다.,,{},204,106,126.842625688402,37.54151468122
화곡미담분식 까치산점,37326984,종합분식,서울 강서구 강서로7길 15,02-2606-3319,4.44,까치산 3번출구 직진 화곡전화국 맞은편 gs편의점 골목 gs편의점 에서 걸어서 1분거리,,"{'인기토픽': ['얼큰칼국수', ', 분식', ', 튀김', ', 어묵', ', 콩국수']}","1,232",340,126.846874747795,37.5295223731895
I AM KITCHEN R.,31238027,피자,서울 강서구 강서로 247,02-2699-2683,4.52,5호선 우장산역 3번 출구에서 직진하여 까치한의원 1층 큰길가쪽 본죽 옆집,,"{'분위기': ['아늑한'], '인기토픽': ['치킨', ', 화덕피자', ', 피자', ', 피자집', ', 파스타'], '찾는목적': ['데이트']}",128,97,126.836036213248,37.5477927919149
대소상회 까치산역점,1379009350,"육류,고기요리","서울 강서구 강서로5나길 25-1 1, 2층",0507-1480-1992,4.64,까치산 3번출구 방향 400m 복개천 골목 내 위치,,{},368,253,126.846849764776,37.5284060908318
프롬바인,1970308940,양식,서울 강서구 강서로45길 49-38 1층 프롬바인,010-8962-7811,4.77,목동 젠틀한식탁의 세컨브랜드 '젠틀블랙'이 이탈리안 캐주얼 다이닝 / 와인샵 '프롬바인'으로 확장이전 오픈하였습니다 :),,{},50,36,126.833116868818,37.547285134389
화곡영양족발,31689760,"족발,보쌈",서울 강서구 초록마을로2길 48 1층 화곡영양족발,0507-1319-7914,4.42,"포장 구성 족발, 새우젓2,쌈장2 이며 상추쌈(양파,마늘,상추,고추) 별도 구매하셔야 합니다.",,"{'인기토픽': ['보쌈', ', 시장', ', 족발', ', 순대국밥', ', 미니족발'], '찾는목적': ['핫플레이스', ', 착한가격', ', 싱싱한', ', 사진찍기', ', 데이트']}","5,012","1,023",126.843502478979,37.5432592790771
킷쇼,1172197859,이자카야,서울 강서구 까치산로 170-1,010-6659-0787,4.79,좋은 추억 만들어 가시길 바랍니다.,,{},56,82,126.853250965992,37.5523937707421
소심당,1675880273,베이커리,서울 강서구 화곡로23길 32 다온빌 102호,02-2607-1454,4.72,화곡역 8번출구 4분거리 입니다. 화곡3동 주민센터에서 1분거리입니다. 주차가능 합니다.,,{},213,46,126.837266633774,37.5429452313973
고요베이크샵,1176174041,"카페,디저트",서울 강서구 강서로12길 32 상가 101동,010-2134-7421,4.65,까치산역 2번출구 5분거리,,{},829,208,126.848711806073,37.5318252656488
원조 양평신내서울해장국 강서양천직영점,19882713,해장국,서울 강서구 국회대로7길 213,02-2699-9876,4.31,"국내산 한우 내장을 사용하여 얼큰하게 끓여내는 해장국 전문점입니다. 양평군이 선정한 맛집으로 전국 각지에 분포 되어 있는 분 점중 이 곳이 화곡 분점으로 소뼈를 가마솥에서 오랜 시간 우려낸 육수를 기본으로 사용하는데요. 소의 내장인 양과 선지, 허파, 우 거지, 콩나물 등을 넣어 얼큰하게 끓여낸 선지해장국과 양, 소창, 대창, 홍창, 애기집 등 여러 부위의 내장을 넣어 맑게 끓여낸...",,"{'분위기': ['친절함', ', 심플한'], '인기토픽': ['양곱창', ', 김치찌개', ', 국밥', ', 간장게장', ', 선지국'], '찾는목적': ['신선한']}","1,034",217,126.849013034901,37.5285418640179
fleuve,1438824587,베이커리,서울 강서구 강서로15길 26 1층,0507-1451-6061,4.85,"화곡동 치유하는 교회, 다운어린이 공원 앞",,{},189,20,126.84453841164,37.5323590042316
소담촌 화곡점,38008326,샤브샤브,서울 강서구 화곡로 117,02-2699-0055,4.33,화곡역 7번출구..직진 300m,,"{'분위기': ['친절하고'], '인기토픽': ['샐러드바', ', 아이스크림', ', 샤브샤브', ', 칼국수', ', 쌀국수'], '찾는목적': ['싱싱한', ', 신선한', ', 점심특선']}",798,120,126.834700993859,37.5404240970511
구스카토,1844977887,카페,서울 강서구 공항대로48길 13 1층,0507-1409-9013,4.88,등촌역 8번출구 867m 버스는 서울디지털 대학교 하차 위치는 강서구청 사거리 하이웨이 주유소 뒷편 언덕길에 올라오시면 바로 보입니다.,,{},47,22,126.855325079273,37.5541130904471
포노,31663898,"스파게티,파스타전문",서울 강서구 화곡로55길 35 대상힐탑,02-706-7699,4.57,강서구청 맞은편 탐앤탐스커피숍 골목으로 300m쭉 올라오시면 왼쪽에 보입니다.,,"{'인기토픽': ['카페', ', 레스토랑', ', 리조또', ', 파스타', ', 빠네'], '찾는목적': ['착한가격']}",182,90,126.847945273414,37.5529543252769
차영자 천년묵은지닭볶음탕 본점,37892007,닭볶음탕,서울 강서구 화곡로21길 17,02-2697-7217,4.46,"묵은지가 곁들여진 닭볶음탕! 식사로도 좋고 술안주로도 딱!! 멸치, 풀치 등 직접 갈아만든 천연 조미료를 사용합니다. 채썬감자전, 김치전, 해물파전 등 전 종류도 맛있어요!",,"{'인기토픽': ['닭볶음탕', ', 빈대떡']}",114,68,126.836594439143,37.5415719019009
영재소곱소곱,1806423683,"곱창,막창,양",서울 강서구 화곡로21길 68 1층,010-9286-2107,4.6,"화곡역 7,8번출구로 나오셔서 10분(도보) 거리에 있습니다 ^^",,{},90,88,126.836530058959,37.5438506185565
열린지혜의맛,12889130,"스파게티,파스타전문",서울 강서구 곰달래로 164 벽설빌딩,02-2699-0586,4.43,까치산역 2번 출구로 나와서 화곡4거리 방향 직진 후 국민은행앞에서 좌회전 하시고 3번째 보행자 신호등 앞이에요. 조마루감자탕-화곡교회-패밀리마트 지나면 있습니다. 버스로 오실때는 화곡2동치안센타에서 내린 후 까치산 역 방향으로 첫번째 보행자 신호등 앞이에요.,,"{'분위기': ['평온한', ', 친절한', ', 아담한'], '인기토픽': ['오므라이스', ', 피자', ', 빠네', ', 파스타', ', 스테이크'], '찾는목적': ['퓨전레스토랑', ', 나들이', ', 신선한', ', 데이트', ', 숨은']}",453,115,126.851128150465,37.5307107352803
팥장군,34079565,빙수,서울 강서구 곰달래로 155-1,02-2606-8458,4.37,강서구 곰달래로155-1,,"{'인기토픽': ['팥빙수', ', 팥칼국수', ', 미숫가루', ', 우유빙수', ', 단팥죽']}",397,132,126.850298572597,37.5309134028665
퓨어빈,1013876823,"카페,디저트",서울 강서구 강서로12길 8-8 1층 Pure bin,0507-1410-0609,4.25,까치산역 2번출구로 나오셔서 직진 ! 휴대폰 가게를 끼고 좌회전 하셔서 까치산야채와 홍주청과 사이에 있는 길로 쭈-욱 들어오시면 둑흑둑흔 PUREBIN을 만나실 수 있으세요 ♥,,{},38,21,126.847540389537,37.5312646884143
해성식당,58891536,"육류,고기요리",서울 강서구 까치산로 193-13 1층,0507-1428-3393,4.41,맛있어요·· 음식 자체가 간이 좀 쎈편이네요,,"{'인기토픽': ['제육볶음', ', 고기집', ', 두루치기', ', 삼겹살', ', 김치말이국수']}",230,159,126.853839614814,37.5544498556697
선식당,1773691658,퓨전음식,서울 강서구 우현로 5,0507-1468-8860,4.38,"강서구 화곡동 문성유치원앞, 한국폴리텍대학 서울강서캠퍼스 500m, 화곡역 700m, 우장산역 800m.",,{},745,170,126.844539039276,37.5466623676823
도쿄화로,1910965196,이자카야,서울 강서구 초록마을로 13 1층,070-4419-0624,4.43,일본에서 오래사신 사장님이 일본식 스타일의 안주를 다양하게 직접 !! 코퀄리티의 고기를 저렴한 가격으로 화로에 구워먹는 아담한 이자카야,,{},57,28,126.845770791843,37.5445171742655
이현우스시,1739320795,"초밥,롤",서울 강서구 강서로33길 26,02-2699-0020,4.68,강서구 화곡역에 위치한 이현우스시입니다. 직접 활어를 구입하여 싱싱한 횟감으로 입에 감기는 초밥을 선사합니다. 저렴한 가격 이지만 최상의 퀄리티로 정성을 다합니다. 특히 초밥에 들어가는 참치는 최상급 혼마구로만을 사용하기 때문에 특별한 미식의 맛 을 선보입니다. *일요일은 격주로 영업합니다^^,,{},426,419,126.838371399347,37.5418260865042
차돌박이와쟁반쌈,11735319,"육류,고기요리",서울 강서구 화곡로15길 10,02-2604-3855,4.53,지하철 5호선 화곡역 7번 출구에서 부천방향으로 500m 지점에 위치.,,"{'인기토픽': ['쌈밥', ', 냉면', ', 식빵', ', 고기집', ', 막국수'], '찾는목적': ['웰빙', ', 싱싱한', ', 신선한', ', 점심특선', ', 데이트']}",85,219,126.834220375209,37.5404038716307
까치반점,1205751034,중식당,서울 강서구 곰달래로24길 8 1층 까치반점,02-2607-8017,4.16,까치산역 3번출구로 나와 화곡사거리 LPG충전소 뒤편에 위치하고 있습니다.,,{},38,10,126.84668605684,37.5301775163122
고기원칙 강서구청점,1593526659,고기원칙,서울 강서구 까치산로27길 23 1층,0507-1362-9292,4.75,"<KBS 2TV 생생정보 406회 방영> 미디어에서도 주목한 숙성 삼겹살 '고기,원칙' 72시간 항아리 숙성 삼겹살의 풍부한 육즙과 부드 러운 식감을 느껴보세요. 항상 친절한 서비스로 보답하겠습니다. 입장시 손소독제 및 발열체크 청결상태 수시로확인 환기는 항상 시키고있습니다 위생소독 확실! 안녕하세요 강서구청에 위치한 신선한 고기가 가득한 고기원칙 강서구청점입니다 특별한 ...",,"{'분위기': ['고급스런', ', 분위기좋은'], '인기토픽': ['와규', ', 고기집', ', 칼국수', ', 삼겹살', ', 김치말이국수'], '찾는목적': ['재방문', ', 데이트', ', 신선한']}",421,260,126.851282547935,37.5519763085237
안주공방,38498275,이자카야,서울 강서구 국회대로 85-41 삼우빌딩,0507-1404-0947,4.75,리뷰 처음써보는데 진짜 개ㅐㅐㅐㅐㅐㅐㅐㅐㅐ맛있어요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이거먹고 너무생각나서 멀리사는데 또가서먹 었어요 사장님 술찜이라에 면추가해서파스타하는거 진짜 개대박 맛있어요 제발 리뉴얼같은거하시지말고 제발 죽을때까지 평생 이 맛그대로 팔아주세요ㅠㅠㅠㅠㅠ제발요 ㅠㅠㅠㅠㅠㅠ조만간또갈게요 진짜개존맛 대존맛 ㅜㅜ❤️❤️❤️,,"{'인기토픽': ['이자카야', ', 술집', ', 바지락', ', 공방', ', 크로켓']}",102,63,126.844257037412,37.5281688904667
헬로비에트,186786502,아시아음식,서울 강서구 화곡로25길 25 1층,070-4175-0121,4.51,"화곡역 7,8번출구 도보 4분",,{'인기토픽': ['쌀국수']},300,149,126.837908051889,37.5422383791315
라우더커피바,1019362346,"카페,디저트",서울 관악구 봉천로 535,010-2812-0157,4.63,봉천동 1663-3번지 서울대입구역과 낙성대역의 중간지점이고 샤로수길이 인접해있습니다 버스를 타고 오셔도 지하철을 타고 샤로수길로 걸어오셔도 됩니다,,{},54,31,126.957472400876,37.4788966605715
논밭골 봉천점,21597866,한식,서울 관악구 청룡길 30,02-875-6493,4.44,"매스컴에도 여러번 소개된 왕 갈비탕 전문점. (수요미식회 141회 방송) 갈빗살이 두툼하고 양이 많아 푸짐하게 먹을 수 있다. 양념된 부추와 고추를 듬뿍 넣어 먹으면 좋다. 가게가 작고 찾아오는 손님이 많아, 항상 줄을 기다려야 한다. 또한, 하루 200그릇이 다 팔리면 영업이 종료되니 일찍 찾아야 한다.",,"{'인기토픽': ['왕갈비', ', 시장', ', 꽃게탕', ', 갈비탕', ', tv방영'], '찾는목적': ['숨은', ', 착한가격', ', 신선한']}",414,285,126.945930883191,37.4804825842774
쥬벤쿠바 샤로수길점,1136183514,양식,서울 관악구 관악로14나길 10 1층,0507-1468-3234,4.66,"아메리칸 셰프에 나왔던 먹음직스런 쿠바 샌드위치, 한국인 입맛에 맞춘 바베큐, 투움바, 잠발라야 등 푸짐한 아메리칸 스타일의 요 리들! 하나하나 정성스럽게 선별한 크레프트 비어, 다양한 와인까지 준비되어 있습니다. 서울 3대 쿠바샌드위치 맛집입니다. 다양 한 식사류와 플래터도 함께 준비되어 있습니다. 샤로수길 맛집으로 나름대로 이름이 알려진 쥬벤쿠바는 2020년 현대백화점 ...",,"{'인기토픽': ['샤로수길', ', 샌드위치']}","1,241",596,126.957297637394,37.4776625750916
낙원의소바,1709664208,돈가스,서울 관악구 관악로 164 1층 건물뒷편,0507-1438-3018,4.45,서울대입구 2번출구 직진후 대우디오슈페리움건물 1층안쪽으로 들어오시면 됩니다. 건물 뒷편에 가게가 있어 뒷쪽으로 오셔도 됩니다.,,{},286,157,126.952875619698,37.4797395226756
모힝,31375404,이탈리아음식,서울 관악구 남부순환로226길 36 2층,0507-1409-5164,4.58,서울대입구역 2번 출구로 나오셔서 직진하시다 보면 스타벅스 리저브 카페와 올리브영이 보입니다. 그 사이 골목으로 70m 들어오시다 보면 오른쪽 2층에 bistro MOHING [모:힝] 간판이 보입니다.,,"{'분위기': ['아늑한', ', 유럽풍', ', 분위기있는', ', 분위기좋은', ', 고급진'], '인기토픽': ['브런치', ', 팬케이크', ', 샤로수길', ', 파스타', ', 심야식당'], '찾는목적': ['오픈키친', ', 신선한', ', 데이트', ', 코스요리', ', 나들이']}","3,704",785,126.953516516483,37.479066091973
마인드멜드,1534532435,"카페,디저트",서울 관악구 관악로14길 22 2층,0507-1313-9401,4.92,2호선 서울대입구역 2번출구 도보 5분 거리입니다. 관악구 관악로14길 22 2층입니다.,,{},65,21,126.953767425778,37.4790117694576
킷사서울,1218049409,일식당,서울 관악구 남부순환로226길 31 2층 킷사서울,02-878-7444,4.38,서울대입구역 2번 출구로 나와 200m 직진 후 올리브영 골목으로 100m 걸으면 '킷사서울'이 나옵니다,,{},"1,399","1,668",126.953773403418,37.4792187336193
교자킹,1287003121,종합분식,서울 관악구 관악로14길 22 1층,02-567-8383,4.46,서울대입구역 2번출구를 나와 150m 직진 > 스타벅스를 끼고 좌회전 > 100m 정도 가면 오른쪽에 빨간색 교자킹 간판 보여요,,{},442,209,126.953767425778,37.4790117694576
모힝 낙성대점,36084392,양식,서울 관악구 봉천로62길 7,0507-1436-3234,4.66,"낙성대역 4번 출구로 나오셔서 직진, 하나님의 교회를 끼고 좌회전 해서 건널목을 건너면 대각선 방향으로 로향양꼬치(CU편의점 맞은편)가 보입니다. 바로 그 뒷건물 2층입니다. (낙성대 새마을식당 건너편)",,"{'분위기': ['아늑한', ', 유럽풍', ', 분위기있는', ', 분위기좋은', ', 고급스러운'], '인기토픽': ['피자', ', 심야식당', ', 리조또', ', 파스타', ', 브런치'], '찾는목적': ['핫플레이스', ', 신선한', ', 데이트', ', 코스요리', ', 특별한날']}","2,253","1,474",126.958962173384,37.4776382069726
안녕베트남,38644099,베트남음식,서울 관악구 관악로14길 70 효림빌딩 지하1층 안녕베트남,02-877-3875,4.37,서울대입구역 2번출구 샤로수길에 위치합니다.,,"{'분위기': ['이색적인분위기', ', 분위기있는', ', 이국적', ', 분위기좋은', ', 분위기깡패'], '인기토픽': ['베트남요리', ', 가정식', ', 샤로수길', ', 바게트', ', 쌀국수'], '찾는목적': ['핫플레이스', ', 재방문', ', 데이트', ', 나들이', ', 새로운맛집']}","1,031","1,927",126.956347518093,37.4782407660496
텐동요츠야,38460514,일식당,서울 관악구 관악로14길 35 1층,0507-1409-7974,4.34,서울대입구역과 낙성대역 중간위치,,"{'분위기': ['아담한', ', 깨끗한', ', 화려한', ', 작은규모'], '인기토픽': ['tv방영', ', 일식집', ', 샤로수길', ', 아나고', ', 전복'], '찾는목적': ['핫플레이스', ', 신선한', ', 오픈키친', ', 재방문', ', 데이트']}","1,143","1,747",126.954478252855,37.4789596968172
문득,1926971458,이탈리아음식,서울 관악구 관악로14길 8,02-882-2186,4.51,"서울대입구역 2번출구로 나와서 직진 후 스타벅스,올리브영 사이골목으로 조금만 들어오시면 '문득'이 기다리고 있습니다.",,{},412,440,126.95300580335,37.4791138236419
정담은보쌈 신림점,31730620,"족발,보쌈","서울 관악구 남부순환로 1661 하나빌딩 2, 3, 4층",0507-1316-8401,4.38,"신림역 8번출구로 나오셔서 관악우체국지나서 lg베스트샾 옆건물, 맞은편에 강강술래 있습니다.. 남부순환도로 신림역과 봉천역 사이에 위치하고 있으며, 발렛주차 가능합니다.",,"{'분위기': ['아늑한', ', 깔끔한분위기', ', 친절해서', ', 분위기좋은', ', 고급스러운'], '인기토픽': ['보쌈', ', 파전', ', 족발', ', 막걸리', ', 막국수'], '찾는목적': ['웰빙', ', 연말모임', ', 신선한', ', 데이트', ', 재방문']}","1,360",620,126.935393665372,37.4852197511771
피자네버슬립스,1199443101,피자,서울 관악구 봉천로 534 2층,0507-1330-0805,4.45,서울대 입구역 1번출구 도보 3분 거리,,{},309,454,126.956980379831,37.4786880790034
황홀경,1889988592,"카페,디저트",서울 관악구 관악로14길 37 B1 황홀경,02-6449-7362,4.41,샤로수길 분위기 좋은 황홀경입니다 오셔서 맛있는 더치베이비와 크로플을 즐겨보세요~,,{},510,702,126.954603642863,37.4789451487094
남도반주,1223614679,한식,서울 관악구 관악로14가길 6 지하1층,0507-1304-9446,4.78,"예악관련 문의는 인스타그램 @namdobanju 디엠, 카카오플러스친구 남도반주 채팅, 010 9539 9446 으로 전화주시면 됩니다",,{},183,47,126.955931343351,37.4782622357877
